holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical,temperature_categorical
None,268.62,0.0,0.0,80,Snow,light snow,12/6/2016 15:00,5819,high,low
None,253.65,0.0,0.0,5,Clear,sky is clear,2/4/2018 23:00,1321,very low,low
None,253.86,0.0,0.0,75,Clouds,broken clouds,2/12/2018 8:00,5876,very high,low
None,289.65,0.0,0.0,75,Clouds,broken clouds,6/3/2018 14:00,4458,high,medium
None,283.43,0.0,0.0,90,Drizzle,light intensity drizzle,3/14/2016 0:00,676,very low,medium
None,275.42,0.0,0.0,1,Clear,sky is clear,11/28/2017 22:00,1532,low,medium
None,274.71,0.0,0.0,1,Clear,sky is clear,3/21/2017 15:00,5827,very high,medium
New Years Day,250.14,0.0,0.0,90,Clouds,overcast clouds,1/1/2014 0:00,1395,very low,low
None,284.767,0.0,0.0,20,Clouds,few clouds,5/14/2014 10:00,4842,high,medium
None,257.86,0.0,0.0,90,Clouds,overcast clouds,1/25/2013 13:00,5206,high,low
None,290.11,0.0,0.0,1,Clear,sky is clear,6/1/2013 23:00,2047,low,medium
None,259.31,0.0,0.0,90,Clouds,overcast clouds,2/21/2014 7:00,3178,medium,low
None,300.88,0.0,0.0,75,Clouds,broken clouds,6/15/2017 15:00,5802,high,high
None,260.95,0.0,0.0,1,Clear,sky is clear,11/10/2017 5:00,2725,low,low
None,274.55,0.0,0.0,20,Fog,fog,12/3/2012 0:00,496,very low,medium
None,291.73,0.0,0.0,75,Clouds,broken clouds,5/17/2013 0:00,751,very low,medium
None,284.31,11.58,0.0,92,Thunderstorm,proximity thunderstorm,5/19/2014 13:00,4388,high,medium
None,273.44,0.0,0.0,90,Clouds,overcast clouds,2/20/2014 18:00,1961,low,medium
None,288.72,0.0,0.0,90,Rain,moderate rain,6/20/2017 6:00,5457,high,medium
None,295.08,1.3,0.0,90,Rain,proximity shower rain,7/27/2016 16:00,5530,high,high
None,295.69,0.0,0.0,1,Clear,sky is clear,7/14/2015 9:00,4498,high,high
None,274.95,0.0,0.0,90,Haze,haze,1/10/2018 8:00,5842,very high,medium
None,258.09,0.0,0.0,40,Snow,light snow,12/17/2016 12:00,3145,medium,low
None,297.42,0.0,0.0,1,Mist,mist,9/6/2016 0:00,466,very low,high
None,275.82,0.0,0.0,90,Rain,light rain,3/5/2018 0:00,703,very low,medium
None,289.96,0.0,0.0,90,Mist,mist,5/15/2017 14:00,4506,high,medium
None,287.83,0.0,0.0,1,Mist,mist,7/9/2016 5:00,976,very low,medium
None,301.33,0.0,0.0,1,Clear,sky is clear,7/30/2015 17:00,6367,very high,high
None,262.54,0.0,0.0,90,Haze,haze,1/2/2013 17:00,5191,high,low
None,267.43,0.0,0.0,90,Haze,haze,2/19/2018 14:00,3490,medium,low
None,291.41,0.0,0.0,75,Clouds,broken clouds,10/18/2017 13:00,5081,high,medium
None,290.09,0.0,0.0,1,Clear,sky is clear,6/23/2017 0:00,1036,very low,medium
None,297.17,0.0,0.0,40,Clouds,scattered clouds,8/5/2015 12:00,5064,high,high
None,286.87,0.0,0.0,75,Rain,moderate rain,10/14/2017 14:00,5441,high,medium
None,278.68,0.0,0.0,40,Clouds,scattered clouds,3/20/2016 17:00,4356,medium,medium
None,263.58,0.0,0.0,1,Clear,sky is clear,1/2/2016 2:00,655,very low,low
None,293.65,0.0,0.0,75,Clouds,broken clouds,7/22/2017 6:00,1405,very low,high
None,268.62,0.0,0.0,90,Clouds,overcast clouds,3/2/2017 0:00,565,very low,low
None,257.51,0.0,0.0,5,Clear,sky is clear,1/16/2018 18:00,4066,medium,low
None,284.22,0.0,0.0,5,Clear,sky is clear,10/22/2017 21:00,2463,low,medium
None,290.77,4.15,0.0,90,Thunderstorm,thunderstorm with light drizzle,9/20/2018 14:00,4517,high,medium
None,274.81,0.0,0.0,90,Snow,light snow,3/17/2017 22:00,3635,medium,medium
None,297.22,0.0,0.0,92,Rain,light rain,7/12/2014 12:00,4334,medium,high
None,267.29,0.0,0.0,1,Clear,sky is clear,12/31/2016 19:00,3974,medium,low
None,294.23,2.61,0.0,75,Drizzle,light intensity drizzle,8/9/2015 15:00,4175,medium,high
None,294.3,0.0,0.0,1,Clear,sky is clear,9/14/2015 11:00,4441,high,high
None,268.62,0.0,0.0,90,Snow,heavy snow,3/6/2013 7:00,6157,very high,low
None,279.37,0.0,0.0,90,Rain,moderate rain,12/10/2015 10:00,4611,high,medium
None,285.29,0.0,0.0,90,Clouds,overcast clouds,8/24/2015 8:00,5595,high,medium
None,295.13,0.0,0.0,90,Thunderstorm,thunderstorm with light rain,7/24/2015 2:00,406,very low,high
None,275.86,0.0,0.0,1,Clear,sky is clear,3/24/2018 15:00,5019,high,medium
None,268.36,0.0,0.0,64,Clouds,broken clouds,11/13/2013 5:00,2786,low,low
None,284.18,0.0,0.0,90,Rain,light rain,5/10/2013 14:00,5825,very high,medium
None,296.21,0.0,0.0,40,Clouds,scattered clouds,5/12/2017 18:00,4970,high,high
None,292.45,0.0,0.0,0,Clear,Sky is Clear,6/26/2013 2:00,308,very low,high
None,297.84,0.0,0.0,1,Clear,sky is clear,7/3/2017 12:00,4222,medium,high
None,282.94,0.0,0.0,40,Clouds,scattered clouds,10/8/2012 14:00,5125,high,medium
None,275.88,0.0,0.0,40,Drizzle,drizzle,2/12/2017 1:00,829,very low,medium
None,272.68,0.0,0.0,90,Clouds,overcast clouds,4/10/2018 1:00,333,very low,medium
None,269.89,0.0,0.0,90,Clouds,overcast clouds,4/4/2014 7:00,2578,low,low
None,284.29,0.0,0.0,1,Clear,sky is clear,4/17/2017 13:00,4804,high,medium
None,284.39,0.0,0.0,40,Clouds,scattered clouds,5/9/2014 21:00,2956,medium,medium
None,291.86,0.0,0.0,1,Clear,sky is clear,11/10/2016 14:00,5000,high,high
None,292.03,0.0,0.0,20,Clouds,few clouds,6/26/2017 21:00,2519,low,high
None,278.22,0.0,0.0,40,Clouds,scattered clouds,2/27/2017 12:00,4802,high,medium
None,280.93,0.0,0.0,0,Clear,Sky is Clear,9/29/2016 8:00,5836,very high,medium
None,271.55,0.0,0.0,1,Clear,sky is clear,11/23/2015 23:00,1000,very low,low
None,278.99,0.0,0.0,90,Clouds,overcast clouds,11/7/2012 13:00,4889,high,medium
None,281.22,0.0,0.0,90,Mist,mist,11/18/2015 16:00,6341,very high,medium
None,291.74,0.51,0.0,75,Rain,light rain,7/10/2016 8:00,2407,low,medium
None,273.2,0.0,0.0,90,Clouds,overcast clouds,4/16/2014 11:00,4608,high,medium
None,290.15,0.0,0.0,75,Clouds,broken clouds,4/9/2014 21:00,2619,low,medium
None,294.08,0.0,0.0,90,Drizzle,light intensity drizzle,5/30/2018 10:00,4554,high,high
None,285.63,0.0,0.0,1,Clear,sky is clear,6/10/2014 3:00,352,very low,medium
None,298.09,0.0,0.0,75,Thunderstorm,proximity thunderstorm,7/9/2017 21:00,2623,low,high
None,264.11,0.0,0.0,1,Clear,sky is clear,12/25/2012 14:00,2739,low,low
None,279.36,0.0,0.0,1,Clear,sky is clear,5/6/2017 6:00,1585,low,medium
None,286.21,0.0,0.0,90,Mist,mist,10/12/2017 10:00,4714,high,medium
None,295.43,0.0,0.0,92,Clouds,overcast clouds,6/16/2013 10:00,3505,medium,high
None,256.66,0.0,0.0,1,Clear,sky is clear,1/1/2013 20:00,1732,low,low
None,283.33,0.0,0.0,56,Clouds,broken clouds,10/18/2013 16:00,6277,very high,medium
None,283.46,0.0,0.0,1,Clear,sky is clear,10/23/2017 6:00,5842,very high,medium
None,297.69,0.0,0.0,64,Clouds,broken clouds,7/18/2013 1:00,434,very low,high
None,272.56,0.0,0.0,90,Clouds,overcast clouds,1/6/2016 12:00,4699,high,medium
None,291.79,0.51,0.0,68,Rain,light rain,6/13/2016 5:00,2726,low,medium
None,255.79,0.0,0.0,1,Clear,sky is clear,2/12/2016 22:00,2520,low,low
None,295.33,0.0,0.0,56,Rain,light rain,6/24/2013 22:00,1853,low,high
None,254.72,0.0,0.0,1,Clear,sky is clear,12/19/2016 1:00,292,very low,low
None,271.34,0.0,0.0,1,Clear,sky is clear,11/8/2017 9:00,5670,high,low
None,283.5,0.0,0.0,32,Clouds,scattered clouds,10/18/2013 14:00,5799,high,medium
None,288.01,0.0,0.0,1,Clear,sky is clear,8/22/2017 7:00,6345,very high,medium
None,274.58,0.0,0.0,90,Mist,mist,4/10/2013 12:00,4793,high,medium
None,287.84,0.0,0.0,0,Clear,Sky is Clear,6/26/2014 1:00,457,very low,medium
None,294.32,3.05,0.0,80,Mist,mist,6/24/2013 7:00,6172,very high,high
None,280.02,0.0,0.0,1,Mist,mist,11/15/2016 21:00,2929,medium,medium
None,271.37,0.0,0.0,90,Haze,haze,12/25/2015 9:00,1338,very low,low
None,295.22,0.0,0.0,1,Rain,light rain,6/26/2018 0:00,624,very low,high
None,292.38,0.0,0.0,40,Clouds,scattered clouds,7/17/2018 2:00,274,very low,high
None,270.53,0.0,0.0,1,Clear,sky is clear,4/6/2013 8:00,2952,medium,low
None,284.6,0.0,0.0,40,Rain,moderate rain,5/11/2016 22:00,1798,low,medium
None,251.52,0.0,0.0,1,Clear,sky is clear,1/29/2014 7:00,5986,very high,low
None,291.75,0.0,0.0,20,Mist,mist,6/28/2018 7:00,6264,very high,medium
None,293.97,2.29,0.0,40,Rain,moderate rain,7/24/2015 5:00,2672,low,high
None,267.61,0.0,0.0,1,Clear,sky is clear,1/5/2016 8:00,5762,high,low
None,267.53,0.0,0.0,90,Clouds,overcast clouds,2/18/2014 2:00,269,very low,low
None,296.56,0.0,0.0,12,Clouds,few clouds,7/23/2013 10:00,4574,high,high
None,267.44,0.0,0.0,90,Clouds,overcast clouds,3/7/2013 3:00,327,very low,low
None,288.09,0.0,0.0,1,Thunderstorm,proximity thunderstorm,4/24/2016 3:00,395,very low,medium
None,274.3,1.27,0.0,64,Rain,moderate rain,12/3/2013 13:00,4739,high,medium
None,288.63,2.48,0.0,75,Mist,mist,9/17/2018 17:00,5412,high,medium
None,277.51,4.53,0.0,90,Rain,heavy intensity rain,4/27/2014 14:00,3451,medium,medium
None,254.54,0.0,0.0,90,Clouds,overcast clouds,1/18/2016 12:00,4133,medium,low
None,293.48,0.0,0.0,68,Rain,light rain,8/12/2016 20:00,2620,low,high
None,276.0,0.0,0.0,1,Clear,sky is clear,4/28/2018 8:00,3737,medium,medium
None,278.15,0.0,0.0,90,Mist,mist,3/26/2016 4:00,484,very low,medium
None,299.82,0.0,0.0,88,Rain,light rain,8/11/2016 17:00,5648,high,high
None,289.87,0.0,0.0,40,Mist,mist,9/23/2015 8:00,6080,very high,medium
None,285.43,0.0,0.0,1,Haze,haze,9/1/2017 4:00,853,very low,medium
None,293.72,0.0,0.0,90,Thunderstorm,thunderstorm with light rain,6/9/2018 11:00,4085,medium,high
None,303.57,0.0,0.0,40,Clouds,scattered clouds,7/21/2016 13:00,4606,high,high
None,272.08,0.0,0.0,90,Snow,light snow,4/2/2018 19:00,2521,low,low
None,302.39,0.0,0.0,75,Clouds,broken clouds,7/11/2016 19:00,2856,low,high
None,285.59,0.0,0.0,20,Clouds,few clouds,6/5/2016 4:00,364,very low,medium
None,264.08,0.0,0.0,90,Mist,mist,12/11/2016 4:00,318,very low,low
None,295.82,0.0,0.0,75,Clouds,broken clouds,6/20/2018 22:00,1956,low,high
None,297.91,0.0,0.0,75,Thunderstorm,proximity thunderstorm,7/18/2015 0:00,1437,very low,high
None,275.17,0.0,0.0,90,Mist,mist,12/16/2012 15:00,3884,medium,medium
None,274.69,0.0,0.0,90,Clouds,overcast clouds,1/30/2013 15:00,5693,high,medium
None,292.54,0.0,0.0,75,Clouds,broken clouds,8/1/2018 2:00,352,very low,high
None,289.65,0.0,0.0,75,Clouds,broken clouds,6/7/2018 9:00,5136,high,medium
None,295.6,2.76,0.0,90,Rain,heavy intensity rain,9/4/2018 16:00,5667,high,high
None,280.42,0.0,0.0,75,Clouds,broken clouds,4/18/2014 22:00,2831,low,medium
None,289.08,0.0,0.0,90,Clouds,overcast clouds,6/3/2018 13:00,4563,high,medium
None,287.8,0.0,0.0,1,Clear,sky is clear,7/27/2018 4:00,836,very low,medium
None,272.16,0.0,0.0,1,Clear,sky is clear,1/18/2018 22:00,1797,low,low
None,295.87,0.0,0.0,40,Rain,light rain,7/12/2018 23:00,1320,very low,high
None,287.83,0.0,0.0,1,Clear,sky is clear,9/10/2016 4:00,708,very low,medium
None,293.22,0.0,0.0,1,Thunderstorm,proximity thunderstorm,6/25/2018 8:00,5383,high,high
None,286.15,0.0,0.0,40,Clouds,scattered clouds,3/27/2017 16:00,6618,very high,medium
None,285.7,0.9,0.0,20,Rain,light rain,6/5/2016 3:00,369,very low,medium
None,302.98,0.0,0.0,20,Clouds,few clouds,5/6/2016 13:00,5241,high,high
None,300.86,0.0,0.0,92,Rain,light rain,6/18/2016 14:00,5337,high,high
None,288.86,0.0,0.0,75,Mist,mist,9/19/2017 8:00,6071,very high,medium
None,282.16,0.0,0.0,1,Clear,sky is clear,9/29/2013 8:00,2172,low,medium
None,266.43,0.0,0.0,90,Snow,light snow,2/20/2018 0:00,434,very low,low
None,275.21,0.0,0.0,90,Mist,mist,12/4/2016 17:00,4034,medium,medium
None,279.88,0.0,0.0,90,Mist,mist,5/20/2017 15:00,4324,medium,medium
None,286.69,0.0,0.0,75,Clouds,broken clouds,5/9/2014 18:00,5031,high,medium
None,294.58,0.0,0.0,90,Rain,light rain,6/9/2018 18:00,3571,medium,high
None,278.08,0.0,0.0,90,Fog,fog,11/14/2017 10:00,4398,high,medium
None,274.79,0.0,0.0,90,Mist,mist,3/10/2013 10:00,2919,medium,medium
None,277.9,0.0,0.0,90,Drizzle,light intensity drizzle,4/28/2016 2:00,275,very low,medium
None,290.23,0.43,0.0,90,Mist,mist,8/28/2018 12:00,4954,high,medium
None,282.889,0.0,0.0,12,Clouds,few clouds,10/27/2016 15:00,4922,high,medium
None,302.27,0.0,0.0,0,Clear,Sky is Clear,8/30/2013 20:00,3458,medium,high
None,299.9,0.0,0.0,40,Clouds,scattered clouds,6/4/2014 16:00,6604,very high,high
None,247.64,0.0,0.0,1,Clear,sky is clear,1/8/2014 8:00,5332,high,low
None,258.27,0.0,0.0,1,Clear,sky is clear,2/23/2014 1:00,812,very low,low
None,270.55,0.0,0.0,90,Clouds,overcast clouds,3/18/2018 9:00,2776,low,low
None,275.09,0.0,0.0,1,Haze,haze,4/5/2017 4:00,843,very low,medium
None,296.83,0.0,0.0,1,Clear,sky is clear,8/15/2013 18:00,5319,high,high
None,287.0,0.0,0.0,75,Mist,mist,5/22/2018 5:00,3026,medium,medium
None,271.95,0.0,0.0,1,Clear,sky is clear,3/13/2018 0:00,666,very low,low
None,288.2,0.0,0.0,24,Rain,light rain,7/9/2014 7:00,6817,very high,medium
None,298.16,0.0,0.0,40,Clouds,scattered clouds,7/10/2017 21:00,2804,low,high
None,286.06,0.0,0.0,90,Clouds,overcast clouds,5/26/2013 9:00,2206,low,medium
None,276.58,0.0,0.0,90,Drizzle,drizzle,2/19/2016 9:00,5170,high,medium
None,273.02,0.0,0.0,90,Clouds,overcast clouds,11/16/2017 15:00,6079,very high,medium
None,283.77,0.0,0.0,90,Mist,mist,4/20/2016 7:00,7192,very high,medium
None,294.53,0.0,0.0,75,Clouds,broken clouds,9/14/2018 8:00,5934,very high,high
None,275.08,0.0,0.0,90,Mist,mist,1/20/2017 21:00,2850,low,medium
None,269.31,0.0,0.0,1,Clear,sky is clear,4/4/2013 0:00,608,very low,low
None,274.13,0.0,0.0,90,Clouds,overcast clouds,12/6/2012 14:00,5522,high,medium
None,248.15,0.0,0.0,1,Clear,sky is clear,2/27/2014 6:00,5300,high,low
None,277.69,0.0,0.0,40,Clouds,scattered clouds,11/29/2017 21:00,2491,low,medium
None,276.4,0.0,0.0,90,Clouds,overcast clouds,2/11/2017 19:00,3605,medium,medium
None,287.35,0.0,0.0,1,Clear,sky is clear,5/17/2018 6:00,5846,very high,medium
None,271.35,0.0,0.0,90,Clouds,overcast clouds,12/10/2017 13:00,4352,medium,low
None,275.55,0.0,0.0,90,Clouds,overcast clouds,10/30/2017 15:00,5698,high,medium
None,293.51,0.0,0.0,75,Clouds,broken clouds,9/24/2018 12:00,4531,high,high
None,299.22,0.0,0.0,20,Clouds,few clouds,6/21/2017 15:00,5719,high,high
None,256.3,0.0,0.0,0,Clear,sky is clear,1/31/2014 22:00,2964,medium,low
None,290.37,0.0,0.0,1,Clear,sky is clear,7/2/2015 23:00,1657,low,medium
None,297.79,0.0,0.0,75,Haze,haze,6/20/2018 14:00,5161,high,high
None,292.02,0.0,0.0,0,Clear,Sky is Clear,6/18/2013 8:00,6541,very high,high
None,302.56,0.0,0.0,75,Clouds,broken clouds,9/14/2018 16:00,6196,very high,high
None,291.61,0.0,0.0,1,Clear,sky is clear,5/1/2013 19:00,3211,medium,medium
None,276.793,0.0,0.0,64,Clouds,broken clouds,1/5/2014 22:00,1106,very low,medium
None,286.91,0.0,0.0,1,Clear,sky is clear,8/26/2016 2:00,327,very low,medium
None,282.22,0.0,0.0,90,Drizzle,drizzle,5/21/2017 0:00,1299,very low,medium
None,264.14,0.0,0.0,20,Clouds,few clouds,3/8/2014 8:00,3358,medium,low
None,291.22,0.0,0.0,75,Thunderstorm,proximity thunderstorm,6/8/2018 7:00,6584,very high,medium
None,285.28,0.64,0.0,90,Mist,mist,5/19/2014 23:00,937,very low,medium
None,288.36,0.0,0.0,1,Mist,mist,7/9/2016 4:00,541,very low,medium
None,289.76,2.85,0.0,90,Thunderstorm,proximity thunderstorm,9/17/2018 15:00,5327,high,medium
None,282.43,0.0,0.0,75,Clouds,broken clouds,9/28/2018 11:00,4863,high,medium
None,284.68,0.25,0.0,1,Rain,light rain,5/11/2014 2:00,550,very low,medium
None,286.33,0.0,0.0,75,Thunderstorm,thunderstorm with rain,10/8/2015 0:00,516,very low,medium
None,272.75,0.0,0.0,90,Mist,mist,4/12/2013 10:00,4513,high,medium
None,288.34,0.0,0.0,1,Clear,sky is clear,9/8/2015 22:00,1578,low,medium
None,262.29,0.0,0.0,90,Mist,mist,1/2/2018 16:00,5618,high,low
None,282.87,0.25,0.0,90,Rain,light rain,4/20/2014 4:00,235,very low,medium
None,281.37,0.0,0.0,75,Clouds,broken clouds,4/7/2014 0:00,531,very low,medium
None,286.34,0.0,0.0,90,Mist,mist,10/24/2012 10:00,4542,high,medium
None,295.79,0.0,0.0,90,Rain,light rain,5/25/2016 16:00,6446,very high,high
None,294.49,25.46,0.0,90,Mist,mist,8/16/2015 21:00,2118,low,high
None,281.469,0.0,0.0,0,Clear,Sky is Clear,11/1/2016 8:00,5467,high,medium
None,258.09,0.0,0.0,1,Clear,sky is clear,1/7/2017 12:00,4444,high,low
None,274.9,0.0,0.0,90,Fog,fog,1/21/2017 20:00,2641,low,medium
None,294.03,0.0,0.0,40,Rain,light intensity shower rain,8/20/2018 20:00,2726,low,high
None,300.42,0.0,0.0,40,Clouds,scattered clouds,7/8/2017 19:00,3353,medium,high
None,299.82,0.0,0.0,75,Clouds,broken clouds,6/25/2018 17:00,5772,high,high
None,264.07,0.0,0.0,1,Clear,sky is clear,1/29/2016 2:00,286,very low,low
None,289.08,0.0,0.0,90,Fog,fog,10/24/2012 13:00,5032,high,medium
None,269.15,0.0,0.0,1,Clear,sky is clear,3/14/2013 21:00,3751,medium,low
None,296.93,0.0,0.0,40,Clouds,scattered clouds,8/29/2017 14:00,5386,high,high
None,286.26,0.0,0.0,80,Clouds,broken clouds,6/7/2013 19:00,3770,medium,medium
None,288.61,0.0,0.0,56,Clouds,broken clouds,7/1/2014 21:00,2570,low,medium
None,304.21,0.0,0.0,36,Clouds,scattered clouds,8/25/2013 15:00,4588,high,high
None,251.15,0.0,0.0,90,Clouds,overcast clouds,1/1/2014 7:00,772,very low,low
None,265.77,0.0,0.0,40,Clouds,scattered clouds,11/22/2015 6:00,775,very low,low
None,274.23,0.0,0.0,1,Mist,mist,4/21/2017 6:00,5570,high,medium
None,271.341,0.0,0.0,8,Clear,sky is clear,2/15/2017 18:00,4844,high,low
None,290.21,0.0,0.0,1,Mist,mist,4/14/2017 16:00,6017,very high,medium
None,291.94,0.0,0.0,90,Drizzle,drizzle,8/17/2017 8:00,5990,very high,high
None,254.14,0.0,0.0,20,Clouds,few clouds,2/27/2014 17:00,5547,high,low
None,284.82,1.33,0.0,90,Mist,mist,5/19/2014 20:00,2527,low,medium
None,291.18,0.0,0.0,1,Mist,mist,7/15/2015 1:00,474,very low,medium
None,305.24,0.0,0.0,0,Clear,Sky is Clear,6/11/2016 16:00,4456,high,high
None,287.4,0.0,0.0,1,Clear,sky is clear,9/8/2018 1:00,690,very low,medium
None,276.36,0.0,0.0,90,Mist,mist,11/17/2017 16:00,6629,very high,medium
None,265.65,0.0,0.0,90,Snow,light snow,12/22/2013 11:00,3371,medium,low
None,294.03,0.0,0.0,0,Clear,Sky is Clear,8/18/2016 8:00,5386,high,high
None,274.8,0.0,0.0,1,Clear,sky is clear,4/21/2018 1:00,732,very low,medium
None,290.33,0.0,0.0,1,Clear,sky is clear,7/10/2015 6:00,5388,high,medium
None,270.61,0.0,0.0,90,Clouds,overcast clouds,11/25/2012 18:00,3749,medium,low
None,290.17,0.0,0.0,1,Clear,sky is clear,5/1/2013 6:00,5169,high,medium
None,274.07,0.0,0.0,90,Snow,snow,4/15/2013 21:00,2498,low,medium
None,256.95,0.0,0.0,1,Clear,sky is clear,2/14/2014 9:00,5076,high,low
None,287.96,0.0,0.0,1,Clear,sky is clear,8/22/2016 3:00,527,very low,medium
None,271.68,0.0,0.0,1,Mist,mist,11/27/2016 1:00,697,very low,low
None,270.95,0.0,0.0,75,Snow,light snow,2/24/2017 3:00,334,very low,low
None,279.09,0.0,0.0,90,Mist,mist,4/20/2017 3:00,327,very low,medium
None,275.28,0.0,0.0,90,Drizzle,drizzle,11/29/2016 23:00,804,very low,medium
None,287.48,0.0,0.0,40,Clouds,scattered clouds,4/25/2018 19:00,3543,medium,medium
None,275.38,0.0,0.0,90,Rain,light rain,4/10/2013 13:00,4958,high,medium
None,280.95,0.0,0.0,75,Clouds,broken clouds,5/5/2013 17:00,5734,high,medium
None,270.22,0.0,0.0,90,Snow,light snow,3/3/2017 19:00,3960,medium,low
None,288.07,0.0,0.0,1,Clear,sky is clear,5/9/2013 4:00,756,very low,medium
None,297.68,0.0,0.0,0,Clear,Sky is Clear,7/22/2013 20:00,2928,medium,high
None,287.84,0.0,0.0,1,Clear,sky is clear,6/3/2014 3:00,381,very low,medium
None,296.04,0.0,0.0,40,Rain,light rain,5/29/2016 14:00,3835,medium,high
None,292.32,2.1,0.0,90,Thunderstorm,thunderstorm,6/1/2014 5:00,709,very low,high
None,296.17,0.0,0.0,24,Clouds,few clouds,7/10/2013 3:00,360,very low,high
None,275.55,0.0,0.0,75,Clouds,broken clouds,10/7/2012 9:00,4568,high,medium
None,287.8,0.0,0.0,0,Clear,Sky is Clear,10/10/2016 10:00,3954,medium,medium
None,272.23,0.0,0.0,90,Mist,mist,12/21/2015 22:00,3437,medium,medium
None,294.1,7.51,0.0,90,Mist,mist,7/6/2015 5:00,2499,low,high
None,290.67,0.0,0.0,90,Haze,haze,5/7/2016 1:00,890,very low,medium
None,283.78,0.25,0.0,90,Drizzle,light intensity drizzle,4/25/2016 11:00,4510,high,medium
None,279.23,0.0,0.0,90,Drizzle,drizzle,3/26/2016 19:00,3348,medium,medium
None,294.2,0.0,0.0,1,Clear,sky is clear,7/13/2016 5:00,2869,low,high
None,287.09,0.0,0.0,1,Clear,sky is clear,9/2/2016 2:00,336,very low,medium
None,271.37,0.0,0.0,90,Snow,heavy snow,3/6/2013 14:00,5393,high,low
None,287.952,0.0,0.0,0,Clear,Sky is Clear,10/18/2016 12:00,4370,high,medium
None,272.589,0.0,0.0,0,Clear,Sky is Clear,2/17/2017 1:00,402,very low,medium
None,270.65,0.0,0.0,90,Haze,haze,12/17/2017 18:00,3558,medium,low
None,291.55,0.0,0.0,40,Clouds,scattered clouds,5/7/2017 18:00,3991,medium,medium
None,275.72,0.0,0.0,90,Drizzle,light intensity drizzle,10/30/2017 12:00,4911,high,medium
None,285.33,0.0,0.0,90,Clouds,overcast clouds,10/22/2012 23:00,959,very low,medium
None,280.22,0.0,0.0,75,Clouds,broken clouds,10/15/2017 22:00,1513,low,medium
None,297.95,0.0,0.0,75,Clouds,broken clouds,7/24/2017 18:00,4200,medium,high
None,269.15,0.0,0.0,90,Mist,mist,1/25/2018 8:00,5616,high,low
None,282.79,0.0,0.0,1,Clear,sky is clear,9/18/2017 0:00,572,very low,medium
None,275.65,0.0,0.0,90,Drizzle,drizzle,12/16/2015 14:00,5214,high,medium
None,264.68,0.0,0.0,90,Snow,light snow,1/28/2018 7:00,1666,low,low
None,269.0,0.0,0.0,90,Clouds,overcast clouds,1/29/2017 1:00,795,very low,low
None,297.3,0.0,0.0,1,Clear,sky is clear,7/23/2015 21:00,3487,medium,high
None,267.88,0.0,0.0,1,Clear,sky is clear,11/21/2016 4:00,786,very low,low
None,278.82,0.0,0.0,1,Clear,sky is clear,12/2/2017 17:00,5838,very high,medium
None,268.31,0.0,0.0,40,Snow,light snow,3/8/2017 8:00,6134,very high,low
None,295.11,0.0,0.0,90,Rain,heavy intensity rain,6/7/2017 23:00,1422,very low,high
None,271.82,0.0,0.0,90,Clouds,overcast clouds,12/3/2016 4:00,408,very low,low
None,272.48,0.0,0.0,90,Snow,light snow,2/16/2016 4:00,869,very low,medium
None,255.36,0.0,0.0,64,Clouds,broken clouds,12/23/2013 17:00,4596,high,low
None,277.58,0.0,0.0,90,Mist,mist,3/27/2016 0:00,1064,very low,medium
None,292.65,25.32,0.0,8,Mist,mist,7/14/2013 6:00,958,very low,high
None,271.51,0.0,0.0,90,Snow,light snow,1/26/2017 1:00,347,very low,low
None,270.22,0.0,0.0,90,Haze,haze,4/14/2018 11:00,2153,low,low
None,300.71,0.0,0.0,8,Clear,sky is clear,8/8/2016 15:00,5110,high,high
None,294.4,0.0,0.0,1,Clear,sky is clear,8/2/2015 5:00,480,very low,high
None,295.51,0.0,0.0,90,Clouds,overcast clouds,8/23/2018 23:00,1904,low,high
None,294.87,0.0,0.0,1,Clear,sky is clear,7/6/2014 1:00,711,very low,high
None,269.69,0.0,0.0,40,Snow,light snow,11/21/2017 12:00,5069,high,low
None,270.42,0.0,0.0,90,Snow,snow,1/24/2016 10:00,3093,medium,low
None,273.76,0.0,0.0,90,Clouds,overcast clouds,5/5/2013 3:00,419,very low,medium
